filename,cell_type
/images/BloodImage_00115.jpg,RBC
/images/BloodImage_00115.jpg,RBC
/images/BloodImage_00115.jpg,RBC
/images/BloodImage_00115.jpg,RBC
/images/BloodImage_00170.jpg,RBC
/images/BloodImage_00170.jpg,RBC
/images/BloodImage_00170.jpg,RBC
/images/BloodImage_00170.jpg,RBC
/images/BloodImage_00170.jpg,RBC
/images/BloodImage_00170.jpg,RBC
/images/BloodImage_00170.jpg,RBC
/images/BloodImage_00170.jpg,RBC
/images/BloodImage_00170.jpg,RBC
/images/BloodImage_00170.jpg,RBC
/images/BloodImage_00170.jpg,RBC
/images/BloodImage_00170.jpg,RBC
/images/BloodImage_00170.jpg,RBC
/images/BloodImage_00170.jpg,WBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,RBC
/images/BloodImage_00100.jpg,WBC
/images/BloodImage_00100.jpg,Platelets
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,RBC
/images/BloodImage_00108.jpg,WBC
/images/BloodImage_00108.jpg,Platelets
/images/BloodImage_00004.jpg,WBC
/images/BloodImage_00004.jpg,RBC
/images/BloodImage_00004.jpg,RBC
/images/BloodImage_00004.jpg,RBC
/images/BloodImage_00004.jpg,RBC
/images/BloodImage_00004.jpg,RBC
/images/BloodImage_00004.jpg,RBC
/images/BloodImage_00004.jpg,RBC
/images/BloodImage_00004.jpg,RBC
/images/BloodImage_00004.jpg,RBC
/images/BloodImage_00004.jpg,RBC
/images/BloodImage_00004.jpg,RBC
/images/BloodImage_00004.jpg,Platelets
/images/BloodImage_00038.jpg,WBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,Platelets
/images/BloodImage_00038.jpg,Platelets
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00038.jpg,RBC
/images/BloodImage_00232.jpg,RBC
/images/BloodImage_00232.jpg,RBC
/images/BloodImage_00232.jpg,RBC
/images/BloodImage_00232.jpg,RBC
/images/BloodImage_00232.jpg,RBC
/images/BloodImage_00232.jpg,RBC
/images/BloodImage_00232.jpg,RBC
/images/BloodImage_00232.jpg,RBC
/images/BloodImage_00232.jpg,RBC
/images/BloodImage_00232.jpg,WBC
/images/BloodImage_00210.jpg,RBC
/images/BloodImage_00210.jpg,RBC
/images/BloodImage_00210.jpg,RBC
/images/BloodImage_00210.jpg,RBC
/images/BloodImage_00210.jpg,RBC
/images/BloodImage_00210.jpg,RBC
/images/BloodImage_00210.jpg,RBC
/images/BloodImage_00210.jpg,RBC
/images/BloodImage_00210.jpg,RBC
/images/BloodImage_00210.jpg,RBC
/images/BloodImage_00210.jpg,RBC
/images/BloodImage_00210.jpg,RBC
/images/BloodImage_00210.jpg,WBC
/images/BloodImage_00387.jpg,RBC
/images/BloodImage_00387.jpg,RBC
/images/BloodImage_00387.jpg,RBC
/images/BloodImage_00387.jpg,RBC
/images/BloodImage_00387.jpg,RBC
/images/BloodImage_00387.jpg,RBC
/images/BloodImage_00387.jpg,RBC
/images/BloodImage_00387.jpg,RBC
/images/BloodImage_00387.jpg,RBC
/images/BloodImage_00387.jpg,RBC
/images/BloodImage_00387.jpg,WBC
/images/BloodImage_00387.jpg,Platelets
/images/BloodImage_00387.jpg,Platelets
/images/BloodImage_00255.jpg,RBC
/images/BloodImage_00255.jpg,RBC
/images/BloodImage_00255.jpg,RBC
/images/BloodImage_00255.jpg,RBC
/images/BloodImage_00255.jpg,RBC
/images/BloodImage_00255.jpg,RBC
/images/BloodImage_00255.jpg,RBC
/images/BloodImage_00255.jpg,RBC
/images/BloodImage_00255.jpg,RBC
/images/BloodImage_00255.jpg,RBC
/images/BloodImage_00255.jpg,RBC
/images/BloodImage_00255.jpg,WBC
/images/BloodImage_00318.jpg,RBC
/images/BloodImage_00318.jpg,RBC
/images/BloodImage_00318.jpg,RBC
/images/BloodImage_00318.jpg,RBC
/images/BloodImage_00318.jpg,RBC
/images/BloodImage_00318.jpg,RBC
/images/BloodImage_00318.jpg,RBC
/images/BloodImage_00318.jpg,RBC
/images/BloodImage_00318.jpg,RBC
/images/BloodImage_00318.jpg,RBC
/images/BloodImage_00318.jpg,RBC
/images/BloodImage_00318.jpg,WBC
/images/BloodImage_00268.jpg,WBC
/images/BloodImage_00240.jpg,RBC
/images/BloodImage_00240.jpg,RBC
/images/BloodImage_00240.jpg,RBC
/images/BloodImage_00240.jpg,RBC
/images/BloodImage_00240.jpg,RBC
/images/BloodImage_00240.jpg,RBC
/images/BloodImage_00240.jpg,RBC
/images/BloodImage_00240.jpg,RBC
/images/BloodImage_00240.jpg,Platelets
/images/BloodImage_00240.jpg,WBC
/images/BloodImage_00336.jpg,RBC
/images/BloodImage_00336.jpg,RBC
/images/BloodImage_00336.jpg,RBC
/images/BloodImage_00336.jpg,RBC
/images/BloodImage_00336.jpg,RBC
/images/BloodImage_00336.jpg,RBC
/images/BloodImage_00336.jpg,RBC
/images/BloodImage_00336.jpg,RBC
/images/BloodImage_00336.jpg,RBC
/images/BloodImage_00336.jpg,RBC
/images/BloodImage_00336.jpg,WBC
/images/BloodImage_00393.jpg,RBC
/images/BloodImage_00393.jpg,RBC
/images/BloodImage_00393.jpg,RBC
/images/BloodImage_00393.jpg,RBC
/images/BloodImage_00393.jpg,RBC
/images/BloodImage_00393.jpg,RBC
/images/BloodImage_00393.jpg,RBC
/images/BloodImage_00393.jpg,RBC
/images/BloodImage_00393.jpg,RBC
/images/BloodImage_00393.jpg,RBC
/images/BloodImage_00393.jpg,RBC
/images/BloodImage_00393.jpg,WBC
/images/BloodImage_00295.jpg,RBC
/images/BloodImage_00295.jpg,RBC
/images/BloodImage_00295.jpg,RBC
/images/BloodImage_00295.jpg,RBC
/images/BloodImage_00295.jpg,RBC
/images/BloodImage_00295.jpg,RBC
/images/BloodImage_00295.jpg,RBC
/images/BloodImage_00295.jpg,RBC
/images/BloodImage_00295.jpg,RBC
/images/BloodImage_00295.jpg,RBC
/images/BloodImage_00295.jpg,RBC
/images/BloodImage_00295.jpg,WBC
/images/BloodImage_00295.jpg,Platelets
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,RBC
/images/BloodImage_00081.jpg,WBC
/images/BloodImage_00081.jpg,Platelets
/images/BloodImage_00081.jpg,Platelets
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,RBC
/images/BloodImage_00364.jpg,Platelets
/images/BloodImage_00364.jpg,WBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,RBC
/images/BloodImage_00356.jpg,WBC
/images/BloodImage_00342.jpg,RBC
/images/BloodImage_00342.jpg,RBC
/images/BloodImage_00342.jpg,RBC
/images/BloodImage_00342.jpg,RBC
/images/BloodImage_00342.jpg,RBC
/images/BloodImage_00342.jpg,RBC
/images/BloodImage_00342.jpg,RBC
/images/BloodImage_00342.jpg,RBC
/images/BloodImage_00342.jpg,WBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,RBC
/images/BloodImage_00094.jpg,Platelets
/images/BloodImage_00094.jpg,WBC
/images/BloodImage_00203.jpg,RBC
/images/BloodImage_00203.jpg,RBC
/images/BloodImage_00203.jpg,RBC
/images/BloodImage_00203.jpg,RBC
/images/BloodImage_00203.jpg,RBC
/images/BloodImage_00203.jpg,RBC
/images/BloodImage_00203.jpg,RBC
/images/BloodImage_00203.jpg,RBC
/images/BloodImage_00203.jpg,RBC
/images/BloodImage_00203.jpg,WBC
/images/BloodImage_00203.jpg,Platelets
/images/BloodImage_00203.jpg,Platelets
/images/BloodImage_00309.jpg,RBC
/images/BloodImage_00309.jpg,RBC
/images/BloodImage_00309.jpg,RBC
/images/BloodImage_00309.jpg,RBC
/images/BloodImage_00309.jpg,RBC
/images/BloodImage_00309.jpg,RBC
/images/BloodImage_00309.jpg,RBC
/images/BloodImage_00309.jpg,RBC
/images/BloodImage_00309.jpg,RBC
/images/BloodImage_00309.jpg,RBC
/images/BloodImage_00309.jpg,RBC
/images/BloodImage_00309.jpg,RBC
/images/BloodImage_00309.jpg,WBC
/images/BloodImage_00249.jpg,WBC
/images/BloodImage_00249.jpg,WBC
/images/BloodImage_00249.jpg,Platelets
/images/BloodImage_00150.jpg,WBC
/images/BloodImage_00150.jpg,Platelets
/images/BloodImage_00193.jpg,RBC
/images/BloodImage_00193.jpg,RBC
/images/BloodImage_00193.jpg,RBC
/images/BloodImage_00193.jpg,RBC
/images/BloodImage_00193.jpg,RBC
/images/BloodImage_00193.jpg,RBC
/images/BloodImage_00193.jpg,RBC
/images/BloodImage_00193.jpg,WBC
/images/BloodImage_00193.jpg,WBC
/images/BloodImage_00346.jpg,RBC
/images/BloodImage_00346.jpg,RBC
/images/BloodImage_00346.jpg,RBC
/images/BloodImage_00346.jpg,RBC
/images/BloodImage_00346.jpg,RBC
/images/BloodImage_00346.jpg,RBC
/images/BloodImage_00346.jpg,RBC
/images/BloodImage_00346.jpg,RBC
/images/BloodImage_00346.jpg,RBC
/images/BloodImage_00346.jpg,RBC
/images/BloodImage_00346.jpg,RBC
/images/BloodImage_00346.jpg,RBC
/images/BloodImage_00346.jpg,RBC
/images/BloodImage_00346.jpg,WBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,RBC
/images/BloodImage_00348.jpg,WBC
/images/BloodImage_00265.jpg,RBC
/images/BloodImage_00265.jpg,RBC
/images/BloodImage_00265.jpg,RBC
/images/BloodImage_00265.jpg,RBC
/images/BloodImage_00265.jpg,RBC
/images/BloodImage_00265.jpg,RBC
/images/BloodImage_00265.jpg,RBC
/images/BloodImage_00265.jpg,RBC
/images/BloodImage_00265.jpg,RBC
/images/BloodImage_00265.jpg,RBC
/images/BloodImage_00265.jpg,WBC
/images/BloodImage_00019.jpg,WBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00019.jpg,RBC
/images/BloodImage_00220.jpg,RBC
/images/BloodImage_00220.jpg,RBC
/images/BloodImage_00220.jpg,RBC
/images/BloodImage_00220.jpg,RBC
/images/BloodImage_00220.jpg,RBC
/images/BloodImage_00220.jpg,RBC
/images/BloodImage_00220.jpg,RBC
/images/BloodImage_00220.jpg,RBC
/images/BloodImage_00220.jpg,RBC
/images/BloodImage_00220.jpg,WBC
/images/BloodImage_00220.jpg,Platelets
/images/BloodImage_00220.jpg,Platelets
/images/BloodImage_00377.jpg,RBC
/images/BloodImage_00377.jpg,RBC
/images/BloodImage_00377.jpg,RBC
/images/BloodImage_00377.jpg,RBC
/images/BloodImage_00377.jpg,RBC
/images/BloodImage_00377.jpg,RBC
/images/BloodImage_00377.jpg,RBC
/images/BloodImage_00377.jpg,RBC
/images/BloodImage_00377.jpg,RBC
/images/BloodImage_00377.jpg,RBC
/images/BloodImage_00377.jpg,RBC
/images/BloodImage_00377.jpg,RBC
/images/BloodImage_00377.jpg,RBC
/images/BloodImage_00377.jpg,WBC
/images/BloodImage_00377.jpg,Platelets
/images/BloodImage_00377.jpg,Platelets
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,RBC
/images/BloodImage_00367.jpg,WBC
/images/BloodImage_00367.jpg,Platelets
/images/BloodImage_00299.jpg,RBC
/images/BloodImage_00299.jpg,RBC
/images/BloodImage_00299.jpg,RBC
/images/BloodImage_00299.jpg,RBC
/images/BloodImage_00299.jpg,RBC
/images/BloodImage_00299.jpg,RBC
/images/BloodImage_00299.jpg,RBC
/images/BloodImage_00299.jpg,RBC
/images/BloodImage_00299.jpg,WBC
/images/BloodImage_00011.jpg,WBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,Platelets
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00011.jpg,RBC
/images/BloodImage_00305.jpg,RBC
/images/BloodImage_00305.jpg,RBC
/images/BloodImage_00305.jpg,RBC
/images/BloodImage_00305.jpg,RBC
/images/BloodImage_00305.jpg,RBC
/images/BloodImage_00305.jpg,RBC
/images/BloodImage_00305.jpg,RBC
/images/BloodImage_00305.jpg,RBC
/images/BloodImage_00305.jpg,RBC
/images/BloodImage_00305.jpg,RBC
/images/BloodImage_00305.jpg,RBC
/images/BloodImage_00305.jpg,RBC
/images/BloodImage_00305.jpg,RBC
/images/BloodImage_00305.jpg,WBC
/images/BloodImage_00305.jpg,Platelets
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,RBC
/images/BloodImage_00369.jpg,WBC
/images/BloodImage_00369.jpg,Platelets
/images/BloodImage_00369.jpg,Platelets
/images/BloodImage_00054.jpg,RBC
/images/BloodImage_00054.jpg,RBC
/images/BloodImage_00054.jpg,RBC
/images/BloodImage_00054.jpg,RBC
/images/BloodImage_00054.jpg,RBC
/images/BloodImage_00054.jpg,RBC
/images/BloodImage_00054.jpg,RBC
/images/BloodImage_00054.jpg,RBC
/images/BloodImage_00054.jpg,RBC
/images/BloodImage_00054.jpg,RBC
/images/BloodImage_00054.jpg,WBC
/images/BloodImage_00054.jpg,RBC
/images/BloodImage_00054.jpg,RBC
/images/BloodImage_00054.jpg,RBC
/images/BloodImage_00362.jpg,RBC
/images/BloodImage_00362.jpg,RBC
/images/BloodImage_00362.jpg,RBC
/images/BloodImage_00362.jpg,RBC
/images/BloodImage_00362.jpg,RBC
/images/BloodImage_00362.jpg,RBC
/images/BloodImage_00362.jpg,RBC
/images/BloodImage_00362.jpg,RBC
/images/BloodImage_00362.jpg,RBC
/images/BloodImage_00362.jpg,RBC
/images/BloodImage_00362.jpg,RBC
/images/BloodImage_00362.jpg,WBC
/images/BloodImage_00126.jpg,RBC
/images/BloodImage_00126.jpg,RBC
/images/BloodImage_00126.jpg,RBC
/images/BloodImage_00126.jpg,RBC
/images/BloodImage_00126.jpg,RBC
